uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
gmZZPVT5Wf4,Jojo Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
HZBBiQVXMRF,Jomi Eye Care Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aLa6t1R8Dw0,Jordan Medical Centre (Makindye),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
sN9vQh4pPSu,Joy Cares Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
NuS4LttqVds,Joy Clinic (Nsambya),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
X4NuK8cECmC,Joy Domiciary Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Ua5eFpNLzNw,Joy Medical Care,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
azALfEWy0fT,Jumbo Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,Clinic,PFP
kgXhdFslF7s,Juusi Clinic Nsambya Central,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
VoF2pNk5Xoe,Kaana General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bFJN3PDbNO4,Kairos Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
EtojCiFp2el,Kalen Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
SncLnWjDs4H,Kamede Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
AZlaul76yqp,Kampala Family Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP
wZ7da8feu18,Kampala International Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
XdiiKUMeHEA,Kann Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qqE0KQ9Jp4J,Kanna General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
olglSUQuS07,Kansanga Domicilliary Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
gv9c5KYrp4O,Katwe Martyrs Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
a2l9vpRshsu,Kavule Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
i6B1bu1WZWx,Keah Medical Centre Nsambya,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Hl2WyuSQ8DZ,Ken Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
hRY61NLBKaB,Khan Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
OjAzmXKJ9Ie,Kibuli Consultation Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Ygv5366dTvl,Kibuli Hospital,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,General Hospital,PNFP
weGvPfLPMka,Kibuli Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
FMu3EDXv2PI,Kibuli Medicare,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ZMx8WwcQT8p,Kibuye Genaral Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
H9YG6L867lc,Kigongo Trust Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
yzDV7m9w1Qn,Kika Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
IUrGt2f5J7l,Kings Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
JDdNcU36a6m,Kingstone Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
FEkeHjEos5Q,Kisa Kyamaria Clinic - Gaba,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Jb3ruV9NJ4K,Kisa Kyamukama Makindye,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
K1hnPf50efF,Kisaalu Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
gknBkw0BFIm,Kisakye Clinic (Katwe II),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
mvtqd7EGRAM,Kisakye Health Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
W6xq6GhydXm,Kisakye Maternity Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bxdYbWEVow3,Kiwumulo Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ITw6sugDw2L,Kizito Family Care Doctors,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
H61aBl6wNka,Kriste Olaf Clinic & Wellness,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
OgxCgwY1klr,Kyakuwa Clinic (Bukasa),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
z5jSZEYkIF0,Kyakuwa Clinic (Kibuye I),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
uuLehTDwCMC,Liberty Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
T54Xozu3cnH,Life Care Clinic (Makindye I),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
rrOj1cQ038T,Life Care Clinic (Nsambya),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
olqibmTariV,Life Front Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Q6Hmgn1bvXQ,Life Saving Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
JKgAWkORkg7,Life Star Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Ec319SYFplT,Lifecare Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bs1usVrp4Re,Lions Medical Laboratory Serlvices,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
FCc4BUjZVrY,Lubago Ll Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
pGKopMqw2E7,Lucky Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
HxikZbcwEYS,Lucky Domicilliary Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Zfsr0xL3mFZ,Lusaka General Clinic Care,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
dgqoCJ0j0O6,Lyechwa Medicals Health Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
UGK52UyS58y,Mabirizi Nursing Home,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
MZWpc65yTOr,Makindye Domicilliary Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
uedWK8hnc7v,Makindye Maternity Home,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
urYnz5sBSLD,Makindye Medical Centres,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
zm3feXqnn0Z,Malcom Health Care Centre (Kibuye II),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
O17Qf4Gj4DS,Maria Health Care,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
D7FjpCn5upK,Maria Healthcare Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
wLRE0kUuiHk,Maria Thereza Domiciliary Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
XE0Ucndg8ym,Marie Stopes Uganda (Namuwongo),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
AmlID1gg55D,Maroon Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
JPTfzYYJMLe,Martyr's Family Clinic and Maternity Home (Gaba),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
E6UEVvPSXVk,Masaba Consultative Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ErLBtMmok09,Mascot Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Ee2JjjAtLf2,Mawanda Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bfj9QDXIo0Z,Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
grbBo2uaPyz,Medical Link Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
wMTyxxQnotu,Medivine Hospital,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,General Hospital,PFP
wJlfRRGNJ7j,Meeting Point (Kampala),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP
A6BV9ZHsrkC,Mercy Clinic (Bwaise II),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
YpVZZL7ezT0,Meta Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bpVMrUswdbW,Miiro Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
hVZSTHIGSyw,Mirembe Clinic (Kibuye I),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
MCINxbcloSa,Mirembe Clinic (Lukuli),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
KxH0qPHr86r,Mirembe Orthopedic Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
KAs4bPmJ1pY,Molago II Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qgvT8d2bvVl,Mother Tereza Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bCsk6Qc7dny,Mubarak Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bLfXlSxGLoY,Mukisa Health Services (Nsambya),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
XRro7leLQww,Mukisa Mpewo Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ezIC6Lc19KH,Mukisa Orthopaedic Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
u1g3yNFvntj,Mukwano Health Care Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Syv5X2AB8wP,Mukwaya Hospital,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,General Hospital,PFP
FNcrirTXDCa,Mukyala Mabiririzi Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
B3XcYiNcqa7,Multicare Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
xgFkdQYvaV3,Mumpe Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
pfgmPmoPrXK,Muna Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
edmjQULO3Mi,Munyonyo General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
FDdoyOxd1qs,Musa Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
g5vITuD1TcC,Muyenga Dispensary,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
WBzi5fmjkT2,Mwesige Comprehensive Health Care,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Ihmca9WbtXQ,Mwesigwa Clinic (Kansanga),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ylMH359hl4f,N.G Ebenezer Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
uRttwFAFBFZ,Nabutiti General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
chblR6I5KwX,Nakivubo Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
QHFF4O9ynsn,Nakulabye Medical Centre (Makindye),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
JIjLKw9oSFw,Namunda Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
zXzBfFnJ548,Nation Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
GYqtkkkbrRC,New Delta Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
BBIMqoThyG7,New Five Star Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
HuUASDO4wBw,New Hope Clinic (Kabalagala),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
xRGrFsQAtiW,Ng Ebenezer Medical Service HC II,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
kmdKk5UMBBI,Nortis Medical Centre HC II,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
isXZREUsgiH,Nsambya Home Care Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,Clinic,PNFP
YXrbI2X7E5D,Nyonyi Clinic HC II,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bRNO7mYireD,Palm Medicare,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
erCmRsa8NIs,Patience Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aczRbyTZuz8,Patience Maternity Home,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,Clinic,PFP
oUNHM7Eaz30,Patient Dom Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ac31WGDHgKG,Pearl Medical Centre HC IV,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC IV,PFP
YTdxlEQThAq,Pearl Mental Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
WMJBbuokUp6,Peniel Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
r1ow6uVseNh,Pentagon Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
eVdwXgr2PUx,People's Clinic (Makindye),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
iNMysSDqxN6,Pharm Care Clinc,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aUq5x6JdZaK,Pharm Care Clinic (Wabigalo),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
PHFafNK7MEc,Pinevalle Health Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
B4iZdbKFtsM,Pradivs Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
D5teAz2N7y8,Praise God Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
F5zMfqnrCip,Prime Medical Clinic (Makindye I),FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
RJVlBVuAkIH,Prime Medicare Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
ok6EsLaVTPe,Prophet Jeremiah Nursing Home,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
QSNk31aFhve,Providence Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qW1Zu3sgl7I,Quality General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
a7ox67rTJZc,Queens Health Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aQvo7z3P3OA,Queens Health Services,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
RjNHAOegBNk,Quick Life Saver,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
HxACC0FDwkF,Quuis General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
DJz6wykzcVy,R4B Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qgcvP6v3ElR,Rahma Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
KgD1nv5kuAT,Rainbow City Hosppital (U) Ltd,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP
pbZv6K3N34G,Real Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
rgoB0CFrNF1,Real Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
TpdkJmlUm2j,Rene Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
wuyYUt4SUxU,Reuben Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
E2jcuqc9IP6,Rhona Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
LSpLSwpaM71,Rift Valley Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC III,PFP
U1cSxRxK2WV,River Jordan Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
S7BrP2KMN4D,River Jordan Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
o0xBHWxyDw7,Robinah Health Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
bvs2abOaE96,Rock Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
YF5o9Y6GXPZ,Rock Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
AHEfjvzXy4e,Rs Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qLBxeibDGtU,Ruth Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
dT1hMgNfMLo,Ryan General Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
OXhJvwUXgTa,Safe Care Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
K3vBq9z3CIM,Safe Heaven Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aC295RRdALc,Safeguard Nursing Home Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
JRro0xC9Yls,Salha Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
NBLbj2idZ20,Sanyu Clinic Ggaba,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
FECVaAFXunE,Sanyu Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
acXBQwyhVUi,Save Life Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
nPrvP99mWan,Save Life Orthopaedic Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
NtwxKup5q97,Save Live Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
Q480CuJCylI,Saviour Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
qYWUa23zzXr,Seira 2 Orthopeadic Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
aAp3eCO5prG,Senah Medical Centre,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
EyJbnAQLHR2,Shalom Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
TgPaBLZgg0d,Shores Medical Clinic,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
