uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
WiY1k8ameqN,Jats Medical Clinic,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,yx0ieyZNF0l,Bunyoro,Clinic,PNFP
q4GEmGsADKc,Kavule Health Centre II,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,yx0ieyZNF0l,Bunyoro,HC II,PNFP
PSR8gZuE04T,Mama Clinic,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
beoULENKZdb,Maratatu D Health Centre III,WeFUHhkOL7X,Kyangwali Subcounty,L5WBetpBpY3,Kikuube District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
oAWHzRnNSZ8,Alpha Medical Centre(Bweyale Town Council),sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
MQpuz4h5Hf1,Bk Community Clinic,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
sSaKhHA0Ps5,Bweyale Kitara Medical Centre,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,HC II,PFP
De0caEQOwbR,Bweyale Medical Clinic,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
KNlNSSvSXQc,Lacor Allied Medical Centre,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
aKkI1C9G3Q7,Life Link Clinic,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
LdOtQM4mv4S,Lunar Clinic,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
CWGr8jJ4Cfw,Noah's Clinic,sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
jf2hnREDE96,Family Health Care (Karuma) Clinic,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
IqVNSXaDBig,Karuma Medical Centre,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
pmkBt77s8mj,Karuma Sino Hydro Clinic,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
x4dtyTyfoU0,Restoration Gateway Hospital,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,General Hospital,PNFP
qxI4Lb42wKl,Sino Hydro(Trt) Clinic,vugdNe0yQNM,Karuma Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
auWHq0LQsFf,Katulikire Health Centre III,UOI35qXSafW,Kichwabugingo Subcounty,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
QHsCNVmRURq,St. Jude Thaddeos Karungu Health Centre III,UOI35qXSafW,Kichwabugingo Subcounty,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
t1PvmZ5nNzx,Emmanuel Clinic (Kigumba),ZjFXjIHR5u2,Kigumba Subcounty,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
IpnG7OEIJNA,Kigumba Medical Centre,lqh3U0Yv4CH,Kigumba Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,HC II,PFP
H4eEE9fRlAh,Nyakatugo Medical Centre,lqh3U0Yv4CH,Kigumba Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
SSfQUjnbstd,St. Mary's Kigumba Health Centre III,lqh3U0Yv4CH,Kigumba Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
KGNFccC50jE,Victory Medical Clinic,lqh3U0Yv4CH,Kigumba Town Council,B0G9cqixld8,Kiryandongo District,yx0ieyZNF0l,Bunyoro,Clinic,PFP
Hs9o6GylcO7,Bulima Kitara Medical Health Centre II,cK1nf8U0Jf7,Bulima Town Council,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PFP
hVAMvbaRMsC,Community Doctors Clinic,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PFP
fYKuOZQWyuf,Masindi Kitara Hospital,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,General Hospital,PNFP
AJkKMphRAcS,Master Doctor Clinic,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PFP
CuIJdsdisfp,Mirembe Clinic,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PFP
HHpEQnsbRjL,Ngomokwe Nursing Home Health Centre III,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PFP
aoSaHHEzyxK,Nyamigisa Health Centre II,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PNFP
blzbeQJ7Jpb,Osepadel Medical Centre,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC IV,PNFP
LqCv15Sdg9U,Supreme Medical Health Centre III,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PFP
GndRfUWcoQL,TASO Masindi,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,Clinic,PNFP
Ma6h3X0FIWC,Trust Medical Health Centre II,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PFP
wuWIlIipN6E,Walabyeki Medical Health Centre III,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PFP
Yq0319u2XE5,Wanaichi Medical Health Centre II,NYb019QWhPQ,Central Division,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC II,PFP
ASNyZE7TMLu,Kinyara Sugar Works Health Centre III,vWkHnDxVm6l,Kabango Town Council,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
mWxRITKkDG6,Kijunjubwa Kitara Medical Centre,UwghmHIH4ER,Kijunjubwa Town Council,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PFP
aWC5dU1Xvwh,Kyatiri Mary Mother of the Church Health Centre III,PD6SEHpXAkS,Kyatiri Town Council,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
u1LlmHMP7hW,Tonady Medical Centre,tYNDd5pQtEO,Labongo Subcounty,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC IV,PFP
Np2uzNystQO,Mediplex Community Medical Clinic,HGPMh3r18FZ,Pakanyi Subcounty,xr8EMirOASp,Masindi District,yx0ieyZNF0l,Bunyoro,HC III,PNFP
BP88BEDdnP2,Kirinya (Budhaya) Health Centre II,aI77OsoVVCX,Budhaya Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
yV5BS4wr7Q1,Kavule (Bugiri) Health Centre II,t3epAUsT575,Buwunga Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ppdsMN2Evfp,Kavule COU Health Centre II,t3epAUsT575,Buwunga Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
fQDPsm5KEUF,Mawanga C. O. G Health Centre II,t3epAUsT575,Buwunga Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
FtIIuxEaVdq,God's Mercy Clinic,Hmu8uDIIa5a,Buwuni Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
BWfUtnoSv0P,Allied General Medical Clinic,octvVWkJRun,Eastern Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
dJn7OtMw7S0,Ayeeta Medical Centre,octvVWkJRun,Eastern Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
lqid9f1jsGN,Bugiri Medical services Health Centre II,octvVWkJRun,Eastern Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
dyD1iVotBI3,Fast Line Cinic Clinic,octvVWkJRun,Eastern Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
iuZq4zUEwIL,St. Mary's Clinc Clinic,octvVWkJRun,Eastern Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
jOP0HzZLr2j,Kasokwe (Bugiri) Health Centre II,gmakqYElPUi,Iwemba Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
v2XOGwTwMGe,Kirongero Health Centre II,cdUu7uCoOhY,Kapyanga Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
XtoI9233bvR,St. Luke Muterere Health Centre II,Fsy25pvklnb,Muterere Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
jPFMw8jhYY1,Village Of Eden Health Centre II,rBeyZUiNj86,Muwayo Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
VH671ZJVZVB,Healing Grace Medical Health Centre II,iAgcfLU7QMd,Namayemba Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
bs5xBJK6Qrb,Namayemba Safe Motherhood Health Centre II,iAgcfLU7QMd,Namayemba Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
KZTq0UyqexL,Mirembe Medical Centre Resource Centre,aWV1RUl4uWC,Nankoma Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
E8VBctyrVK1,Nankoma Islamic Health Centre II,aWV1RUl4uWC,Nankoma Subcounty,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ar6iOa5kNV5,Kyemeire Health Centre II,ZywiBrqTNs1,Nankoma Town Council,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
HtHzvQHn0WJ,BMK Health Centre II,HgoTIfJ7gP3,Western Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
YTYOolNiu9C,URHB Medical Centre,HgoTIfJ7gP3,Western Division,gUaoj8Geuao,Bugiri District,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
OI8TRCBrnAW,Bukoteka Health Centre II,MlbKhsWeJKD,Bugweri Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
Ol1Eb7jfNAG,Hope Children's Clinic,MlbKhsWeJKD,Bugweri Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
QQokc5ANpJ2,Alpha Medical Centre,pUZifzZvpKM,Busembatia Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
mzyKOz1z1J9,Mapp Medical Centre,OKDIaS83FAi,Buyanga Subcounty,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
kiuNceUg1Zo,Ibulanku Community Health Centre III,atuGUiyfDCY,Ibulanku Subcounty,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
wxDVpRN1efB,Healing Grace Medical Centre,iKc93EIL1kw,Idudi Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
tBCbL5Q1vKo,Idudi Domicilliary Clinic,iKc93EIL1kw,Idudi Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
YlgW3mVo9uu,Netcare medical Centre,iKc93EIL1kw,Idudi Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
DbISdEaBLk6,New Life Medical Centre,iKc93EIL1kw,Idudi Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
UkqWwUFawLY,St. Ann Domicilliary,iKc93EIL1kw,Idudi Town Council,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
kwX8AJb1QLp,Bulyansime Health Centre II,sAOvU6xz6rg,Igombe Subcounty,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
wi7vFV9G9Bj,Kibadde Kisa Medical Centre,sAOvU6xz6rg,Igombe Subcounty,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PFP
ab2LdWmBmeS,Namalemba Health Centre II,az05GsgiKFF,Namalemba Subcounty,AIonX4LaJeU,Bugweri District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
NrdLSWyKHLF,Iraapa Health Centre II,gN1WNlUMCAO,Bugaya Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
XHVJy3yg2Oz,Namulikya Health Centre II,gN1WNlUMCAO,Bugaya Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
YYtjEbgJadL,Buyanja SDA Health Centre II,nKZgU2lv89g,Buyanja Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
H8x9WpzxLsl,Mpunde Empowerment to Heal Uganda Health Centre II,hpaxJAAiLNv,Irundu Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
wVUhuXat0MO,Irundu St. Mathias Mulumba Health Centre III,yWWxnEN9Jrh,Irundu Town Council,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
cPD20WxZQ27,Joy Health Unit Health Centre II,ankNTtBte7C,Kagulu Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
KaQgUo68H9v,Wesunire Catholic Health Centre III,d59qimrNf0H,Ndolwa Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
DCjQKtUiiHH,Wesunire Flep Health Centre II,d59qimrNf0H,Ndolwa Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
LBp4DiaMDo4,Kigingi Flep Health Centre II,w8tQUCOIBLf,Nkondo Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
NH812X6ioSQ,"Nkdu Health Centre, Iringa Health Centre II",w8tQUCOIBLf,Nkondo Subcounty,F3ccON3OCsL,Buyende District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
prOqXqNPpWj,Kasolo Health Centre II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
Mxr4Gb5nKhD,Pearl View Medical Clinic,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PFP
He15t1ovvvF,St. Peter Claver Health Centre II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
aElqyBOYxsd,Iganga Islamic Medical Health Centre III,TW0y96F73kX,Central Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
qscXfBxQ88B,Iganga Lifecare Clinic,TW0y96F73kX,Central Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
NsomATk5FnX,Iganga Medicare Clinic,TW0y96F73kX,Central Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
yXC71NnSrVn,Peak Point Medical Centre,TW0y96F73kX,Central Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
ap4CDjbaBSp,Walugogo Health Centre II,TW0y96F73kX,Central Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PFP
uZ8tbaDbmB3,Nabitende Health Centre II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
mp0hV54OL4E,Naluko Health Centre II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PFP
RmhRMYBxYBg,Musana Community Centre,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
FE2NPb3ItFo,Nakalama Domicilliary Clinic,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
RRMU2EDNAdg,Kakombo Health Centre II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
HpAM0rb6R2j,St. Kizito Mission Namirali Health Centre II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
z1sgA9QIceC,Nasuuti Health Centre II,h406m6Bzo7K,Nambale Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
Nm76d3LgPHk,Hope & Healing Centre,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PFP
LWx8ihq5EVl,Kiringa (Iganga) Health Centre II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
eN9V8wuZGOa,Kiwanyi Health Centre II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
aqKT8ebfGls,Bunyiiro Health Centre II,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
zCdcy1i5r0y,Mawagala Health Centre II,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
Zc2dx1uKbB4,Bethany Health Centre II,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
GjaR0hzgtK7,Hovic Medical Centre,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
uabmhhONOgQ,Maria Medical Centre,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
JTEu7SHCL9k,Mercy Medical Iganga Clinic,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
BYby89Z7I3l,New Hope Hospital,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,General Hospital,PFP
sTPzvbPlhlu,Reproductive Health Uganda (Iganga) Health Centre II,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
XTAx6eBkPBM,Shalom Medical Health Centre II,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,HC II,PFP
cUNKzzineZC,Trust Medical Centre,HzudJ19fruU,Northern Division,oNxpMjveyZt,Iganga District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
sWiFANJNsQo,Almeca Medicare Health Centre III,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
YUaxNtqNWFW,Aoet Health Centre II,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC II,PNFP
vWBwg3QH66P,Dag Clinic,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
m1eE3wczeEM,Dr. Keneko Faith Memorial Centre,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
mAaZrOcKgyk,Glanz Dignity Medcare,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
bHT5Yt6i8o3,Guardian Angle Internation,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
RNJNDoQ7rvR,Jinja Medical Chambers,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
sjPns46nkLM,Monic Medical Centre,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
vFeIJU8Xwoy,One World Health,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
qCl4oiQptB0,Soft Power Clinic,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
Moo63OAKccm,Spep Karl Hospital,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,General Hospital,PNFP
AmOAHYJn97w,St Andrew Basette,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
OZm6EKHBeMU,St. Benedict's Health Centre III,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
d6n146JIBkJ,St. Joseph Health Centre II,ii6F2UaYGHQ,Jinja North Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC II,PFP
ndyRWKL0fDH,AIDS Information Centre (Jinja),slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
qXap2NIu04L,Al-Shafa Hospital,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,General Hospital,PFP
Q3gqMYnVq5B,Bunawona (Jinja) Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Q85OWcDwPLr,Crescent Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
aNxk6ghyV8u,Family Hope Centre Jinja,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
Tr50PChPdLJ,International Medical Centre Jinja,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
JrZ4o0NyqAv,Jinja International Medical Centre (IMC),slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
I1bl5B86SPY,Jinja Islamic Health Centre III,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
e7LJGg7TItR,Jinja Medcare Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
k4Eck7qAIYP,Jinja Medical Practice Ltd,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
aOiWdlw9gZt,Kampala Road Medical and Eye Care Unit,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
n2OTR3rduZv,Kamu Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
J6P4prqd0H7,Marie Stopes Uganda Jinja Health Centre II,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC II,PNFP
mbYsom1BJQs,Maro Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
a7pTM6VuAn9,Masese Danida Health Centre II,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC II,PNFP
xB9VitOGT9B,Mobashar Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
ra92kK6RNiS,Nakayima Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
hcoloNLyQB7,Nile Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Yi0ELKJkJS7,Nile International Hospital,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,General Hospital,PFP
jQpAZYI9JcE,Rana Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
ZQWaygmXozv,Rapha Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC II,PFP
hAjbRVDrVm3,Rippon Medical Services,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
QcNTOkmqIUg,Ronz Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
SBbwmoaOOM2,SDI (Special Doctors International),slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
vaTYhAo5v67,St Nic Medidcal Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
